vowel,F3,F2,F1
i,3220.527286410667,2828.909441626473,408.152904426599
i,3680.7839479230443,2923.8217086655736,426.7485120015122
i,3083.165518395278,2947.9020812535355,434.4973043812303
i,3580.6958301987256,2540.8892617034376,423.90365574846004
i,3372.8840877724856,2767.4856709692226,427.1660694481785
i,3477.012498593788,2613.614999723733,433.8890082522847
i,3392.281843506626,2832.0182810418105,452.5487850862422
i,3182.3853433161353,2549.215538729947,464.91723855848244
i,3428.028142419759,2657.6714336283676,470.89267066516715
i,3391.502743341776,2923.801976260011,438.47527881881086
i,3719.442100135103,3003.324803299284,431.56013335573226
i,3535.8068623309046,2850.0941498402294,466.9045995320818
i,3209.3139045461944,2855.7094040527845,460.1265750376635
i,3075.476522589063,2597.6511623264896,392.4427769159418
i,3326.5780077126474,2860.056708412633,469.82650158829824
i,3384.492379978774,2985.830376066117,406.84478313800463
i,3084.809720724721,2753.331640167322,445.39183005932387
i,3366.4876654713357,2475.589618089495,435.05272713664556
i,3152.0664422148816,2853.4482953659867,445.01017167721614
i,3213.536268025208,2690.0606720616693,413.8561845467264
i,3361.432304199743,2892.8573973451957,415.46188588756837
i,3456.9822425163084,2687.7979357836844,419.6757286150678
i,3353.9546813116617,2618.0847973900054,424.9027626781641
i,3170.0377873095204,3032.2303045991075,437.7705086105823
i,3254.02627935245,2790.5399266768595,434.54563211425534
i,3334.7445255186985,2845.785712940995,453.5515434645336
i,3282.557506512865,2681.5082918790017,430.9901204172366
i,2983.8960916255805,2551.82787386349,466.8662027436629
i,3649.3415564963166,2726.620574739242,449.5977696427685
i,3424.4767760560403,3186.0394956072455,461.46271181484553
i,3350.433094076343,2629.0876421751113,401.899147902372
i,3406.3039690072137,2656.585779613502,405.9237564452908
i,3262.98781171671,2611.692298101033,473.8640447263355
i,3520.6444630216774,2759.899376866241,469.3367794347471
i,3385.0442966693886,2642.099716006633,470.280261088342
i,3462.8602333652334,2617.8081683952328,432.84109988387314
i,3224.37076247933,2570.1044971403735,457.23697941356636
i,3693.927645583264,2567.9277464342676,449.30087782168897
i,3262.30166284606,2693.752340771284,424.0561927553807
i,3226.331156231983,2767.6984107377834,418.8437399564188
i,3417.5990208264807,2754.0646289905467,431.77898517596896
i,3218.9847665797865,2681.3767178150415,453.5052982842928
i,3456.4546378334708,2626.04849845556,439.1704108736286
i,3498.683869000484,2530.5386009411945,448.8724202035016
i,3260.2816342417304,2839.771146199286,420.322787429546
i,3067.696877827962,2536.3177664502296,438.0506560845512
i,3415.789213790242,2636.1590899043363,450.95324522428564
i,3091.867717501453,2751.877683796738,410.5392960351903
i,3262.100432224556,2767.543386575231,418.19996796854565
i,3307.1639352428515,2899.9187223120534,424.3949126509192
i,3512.897690094183,2605.043968714516,448.5762212874489
i,3615.048469442922,2419.7894767574276,419.58783866797006
i,3469.2943606426393,2732.969584456765,445.1095373331631
i,3270.168097519713,2772.953720160634,433.59845240668307
i,3568.8880555958435,2796.1227974177323,444.3766181663432
i,3302.557543511752,2693.685960766792,427.5486035961413
i,3438.504631204981,2702.8830924227627,443.3315806231866
i,3721.912574651621,2881.2587653087453,429.87638582213265
i,3574.5246672768412,2704.6651947543746,392.4669789063639
i,3202.0366479793256,2502.737175302381,429.3194303736974
i,3375.1053387313586,2992.432170959603,444.14336311674697
i,3335.0596508428257,2875.4994404823806,388.6866934981777
i,3411.724614497104,2867.4179400160956,404.69289052971044
i,3564.8369316846884,2807.7294290546038,427.9259590812675
i,3478.6870226255196,3074.469149019897,440.9737776730281
i,3413.8499908502367,2697.5852278184693,418.4309005271943
i,3511.9946186693596,2642.8176278332808,438.56372228324375
i,3291.4669544754015,2827.1231649442893,444.2905170005198
i,3546.929234601882,2690.592236138102,431.10323266383983
i,3206.980437519103,2699.665315446493,445.24401577303
i,3499.6282807664065,2633.6950769972786,456.0008893543087
i,3600.560542994515,2818.074688390032,478.0079885043937
i,3241.5391410311377,2589.175418207859,398.1349625614415
i,3624.2330709170765,2851.335178859678,435.78547494060655
i,3419.2027103975215,2605.626237020459,490.43968075462766
i,3393.786691281023,2776.1019513952056,452.85800073218644
i,3453.09815647081,2791.907189551734,419.72813314851993
i,3451.489565013129,3020.8134817383784,466.39742800848626
i,3640.6112652514025,2690.426675868675,415.37713467735
i,3350.7923252711994,2768.6928241414544,460.9080846785902
i,3086.6504634300813,2972.1544216015377,433.5475274160491
i,3300.027851606865,2621.278990995334,400.8413817197329
i,3510.786560455979,2771.121545370359,408.814354340658
i,3153.6497190300743,2714.6449222629976,473.4681203275732
i,3328.2328981600963,2553.4911153220455,431.63051404972214
i,3326.018806140543,2388.694798941916,435.8136571665858
i,3333.0644382068167,2857.1112886624924,477.3996906745558
i,3561.938863981752,2723.8799162689056,412.8224088939945
i,3805.8684628279266,2769.1751048157003,437.3043550282979
i,3367.9325103132533,2788.345601224002,433.8457249994619
i,3275.2805856399923,2685.5061231617638,436.2843410457804
i,3280.378583586847,2662.5916397014175,439.32550047506794
i,3329.0108411428437,2968.62623207384,379.07630968661266
i,3556.028055234127,2933.0220608242976,391.69642342188195
i,3314.222871638053,2709.722588449281,406.2458694704156
i,3240.8601064721784,2607.685004533442,475.28710918880614
i,3529.755377084662,2936.5381808639436,452.76853459934466
i,3181.6418713727753,2688.589977240077,447.69283416283
i,3165.9492514208177,2859.4294332852983,431.74889005024477
i,3308.805211847138,2859.148023610492,446.70715335597
i,3311.1411044429033,2921.0454793544345,413.37876629194227
i,3475.846743330803,2842.8776286625352,430.2364103009893
i,3426.986027550021,2588.283770780009,457.1899903696708
i,3340.825499795712,2688.8380870173464,459.920851584536
i,3253.2476537744906,2566.5619180370104,402.9876525585027
i,3474.173277796875,2584.2367278878883,475.3422528763584
i,3020.9867018308046,2995.1958016424396,441.61073165837723
i,3355.694169338652,2685.7739200660244,445.7211240985927
i,3365.6547891711707,2913.310824812381,439.4958741232656
i,3397.3408769824728,2710.803334103877,435.75573812169466
i,3423.8953782352014,2524.9112533937528,407.54214852699016
i,3497.31432625223,2784.587973733562,432.97996410069396
i,3375.1079611148252,2808.983654425179,425.20625098524044
i,3240.77782329717,2788.036437466235,415.62255480911153
i,3440.83141461346,2525.9583334349663,459.48705067556534
i,3451.679935534839,2796.3449048220305,458.47179799920946
i,3652.7989913363904,2901.033787475753,396.7768980454035
i,3156.2633234083605,2674.7437953491117,437.57008944710674
i,3459.277310851094,2660.811066594164,441.08085380382414
i,3244.6424376052296,2676.5799672969615,406.26445503386634
i,3216.3428747057014,2574.3999401946653,415.6771694224453
i,3549.644006908082,2629.9354833967504,494.517548116697
i,3455.173398088518,2786.516626876077,418.24488250304046
i,3490.072245668356,2681.5331980878755,439.66591445000114
i,3803.6302531521187,2747.738930843012,462.111622179342
i,3253.4444547237754,2756.1698388868945,475.6919938886359
i,3266.2933540569825,3011.208523431476,452.46437978970215
i,3277.1681015842264,2848.303888376615,458.25031472434404
i,3476.8371596298193,2544.2304774191225,421.1120527082266
i,3330.268358046016,2750.7244651127385,450.5616853314823
i,3401.9603887573467,2576.6557112800706,445.3073230444803
i,3474.9447566548524,2838.27907133688,460.6150588533685
i,3512.5992752569455,2824.3898099374856,435.4668792046286
i,3091.961986609204,2820.3087951512534,441.537975964514
i,3417.78819195114,2584.7448591080065,413.37891459207947
i,3549.5615710719276,2755.5394110100888,451.89079023759183
i,3376.7744782155955,2765.1078350573875,457.5015011605756
i,3284.9948588225507,2774.269473256703,426.8992849417948
i,3298.7439360549115,2718.3187883551545,441.85362291019663
i,3291.2829823875377,2934.3571331354246,417.45283044650387
i,3340.4934407943947,2700.2951274052502,468.61646677312905
i,3405.1391353198514,2903.4461386736452,404.54050584914216
i,3417.024674825557,2883.8135313358157,438.797905165668
i,3551.6399912360184,2689.5883294636437,467.79424156805493
i,3759.5942236422056,2710.910136731305,427.2657699073931
i,3617.0406228420443,2979.059934718125,425.5755084067011
i,3301.1565026376384,2722.099634746807,407.62375633390104
i,3217.1152818227642,2622.378367149877,420.2236232024748
i,3366.1521279865888,2793.333343826667,470.8784357679876
i,3203.67750873144,2896.8857071096922,432.3243437536726
i,3363.6604185526,2854.1588308935998,412.4685238288638
i,3436.474283206631,2783.9787273438124,447.76006011857805
i,3420.753833362858,3099.954184314699,423.06538134410874
i,3282.4739133866933,2674.9754503270615,424.86282494634844
i,3264.536530336121,2925.1437321193976,468.03801781857834
i,3275.772174873838,2646.093313132961,447.30042990704294
i,3278.8951947342284,2848.376237441148,441.4338680056009
i,3116.4455422114665,2974.633093043615,476.2399271571372
i,3268.6838267843323,2707.4777996508374,443.2461587873392
i,3428.389414791812,2851.912036842484,480.92296917204476
i,3342.1666974445034,2650.7950653914663,406.8618748678826
i,3248.7651952657925,2756.426821394772,476.21108931786364
i,3284.7307349825014,2791.89392672375,436.6411597208104
i,3572.363105903347,3109.8430213918537,425.400517311691
i,3289.480509991428,2905.146409079385,451.8993290483349
i,3683.354855119095,2841.611285984249,429.1494678163028
i,3471.5844044547234,2914.0565292994706,454.9275356591624
i,3457.5264016446904,2908.254440897783,462.54910865123793
i,3605.032005888927,2850.55439998175,433.3484699450767
i,3396.735927532658,2927.5585628264785,419.1499555889289
i,3434.1583198759713,2706.6995769582077,437.62807438112577
i,3587.5469840355904,2787.381226340148,438.0146385772118
i,3142.7282546307856,2864.0203047900577,451.1038293579325
i,3736.7247463493004,2718.5112146647384,441.78843465945704
i,3414.0460890736335,2978.7674252713477,434.91779261734507
i,3419.043029244879,2844.920113166368,441.0774093409664
i,3296.731292586781,2787.7941235196113,460.45885373443605
i,3198.9295205192952,2779.3564635159764,421.70236019357907
i,3573.4848616367285,2550.7240477945998,424.7875576371158
i,3435.5979221358784,2977.120592235801,435.5633567955552
i,3278.393359799527,3020.6937334362733,405.3608962759051
i,3001.2813157138544,2821.7439948298625,426.03011519789544
i,3199.8201470317617,2858.788607549676,442.3270455959007
i,3276.8963428577877,2584.253977763483,456.0631926229212
i,3481.62391860383,2747.3087720052563,477.3490183636415
i,3191.5837083974106,2550.40125015384,421.8818086730948
i,3364.314197642463,2794.5930109789974,431.7289921358392
i,3431.3565398523106,2588.2249824905093,468.54625659900074
i,3358.149311323013,2915.242689550741,444.48854881835285
i,3449.008592749328,2839.656373036056,446.78243203637834
i,3480.363057313668,2944.489506784782,441.2939875579771
i,3491.538033529423,2748.6119874036485,468.466561157571
i,3257.9602578728072,3009.619826763338,436.1225487784211
i,3130.771317782897,2778.6848144784344,422.11902128417387
i,3513.732502359499,2670.905259657305,427.25089198425707
i,3053.4234327625836,2698.559112627665,384.0382367131573
i,3104.953983960307,2865.9752432807204,454.1697334665207
i,3443.732144916945,2627.508943441012,435.95750686829774
i,3371.3926119093303,2601.0877546569695,469.84925289361223
i,3519.923282191058,2730.495895802815,437.5874555820305
i,3407.1333414199576,2479.138501414027,431.59917419192493
i,3257.017455787571,2622.726357634007,430.85795860044186
i,3675.0899484268293,2849.4683569979106,424.5197390732459
i,3468.537456936648,2954.1810180206976,457.203245971644
i,3382.0536803685413,2671.6903778377455,452.25617940245695
i,3438.341635982107,2884.5814240248283,450.87850386675103
i,3548.95458780284,2687.1107790440637,465.78506033411
i,3405.3152933511387,3047.489763465918,421.94124617474296
i,3664.683497213661,2788.3215836570184,422.7665166210243
i,3290.4168483784415,2716.776054103774,446.26802592888185
i,3460.150063282785,2681.8007144562794,436.4678521590975
i,3733.1867824619603,2999.4873346324034,446.5336721823776
i,3378.4073864191587,2777.570324653456,450.40536770415963
i,3199.5571735075487,2725.469169008707,400.5414379857747
i,3439.30901847125,2850.3453994759634,426.4423757987587
i,3637.3741682906993,2591.783050222527,405.00340886741543
i,3409.8425766092114,2905.551920675608,473.7938200583544
i,3294.632113280297,2909.9118890551904,436.15858994140956
i,3342.895037229978,2882.9892543700353,451.25325489333324
i,3106.2202823324556,2964.83639527966,467.15499608812183
i,3266.530128525493,2815.6406777910342,447.79455957027784
i,3415.9495969179106,2685.03037351164,422.32502941055355
i,3367.691583630842,2922.8952411087553,448.8776633778883
i,3309.5144236102824,2867.533007005004,374.75934373923286
i,3565.6818970827367,2520.832512839683,429.0806654303416
i,3183.223655766032,2582.269222276729,462.3640653042207
i,3293.1455774588153,2808.834860872925,435.9747853514898
i,3452.429083469818,2771.6052620608684,408.96661990147976
i,3539.970585758788,2692.836903694581,402.98868551428444
i,3299.8197838611472,2968.1798890970667,455.5773450651798
i,3313.217250138835,2712.784973918841,429.9722741309002
i,3722.139710028358,2813.726189180566,446.39640999112487
i,3545.7057903497684,2793.9648434036103,431.3399291138176
i,3338.8954154442727,2751.1154461378883,436.18669413225996
i,3494.6783410571948,2768.1711295356977,453.0081856871604
i,3358.391184593693,2771.855588023136,393.33931504297345
i,3526.4928459548382,2808.832734097718,458.8065209004334
i,2883.691343236544,3049.3001279949794,433.94996662480946
i,3558.8396229019454,2617.4409867603204,450.38910982561714
i,3194.3941360489216,2674.888694975944,478.82158508198927
i,3339.8509472313,2791.016608142461,456.0109799155493
i,3455.5719663121813,2781.765329855071,444.97439790388705
i,3777.2158676711733,2753.0457250695135,441.394014170722
i,3549.1403311668832,2913.61785504485,462.9366121764943
i,3479.6899154341204,2603.2081717975566,472.69047898077895
i,3178.726166737049,2802.7788259762488,420.519072677077
i,3361.1862747644213,2806.3856507423957,444.02165515758844
i,3443.135839164069,2983.772840693546,446.9097244880805
i,3330.8351912899966,2894.092233582208,462.9899301830034
i,3165.025322367903,2843.471079642773,452.32062441949313
i,3321.8307933335054,2950.916325577669,433.7212854233393
i,3393.172190055302,2737.107434657612,437.34040218965504
i,3187.168020349469,2562.2009756578577,471.83993563146566
i,3229.20231667353,2624.1382861575566,389.94842601775883
i,3264.27104933955,2578.347454020095,472.87803124897965
i,3542.2551612631682,2666.0008448482154,486.21572234677313
i,3537.525661106783,2716.1570275066347,382.38798513001245
i,3758.252917738799,2569.1695209632853,401.0480373789919
i,3544.4053748368256,3097.8078196951365,467.2463610844548
i,3467.0750776408277,2843.105836866893,455.64712995934974
i,3499.955360238049,2799.8184760789723,439.2767941213485
i,3361.4467986361406,2656.9151885069555,430.867249570461
i,3086.567481126658,2747.4242145209846,415.39928430875244
i,3185.934841117421,2785.834387566738,467.4152499566295
i,3526.82817977199,2544.1923916698206,415.37662521593813
i,3530.6140222948134,2625.3676153220363,432.09176567256503
i,3464.7387838955397,2627.320048006075,439.3024548092892
i,3147.0833015567905,2677.9811967525347,443.98723526101446
i,3103.4212565265607,2821.807537575433,436.570914093452
i,3465.149806314731,2791.9113462076266,466.8064683949285
i,3393.112851146437,2701.720565047659,439.6722004412554
i,3463.600047695535,2767.7451327084636,437.88692845280485
i,3253.644201435781,2669.4865283320914,406.35307481117667
i,3666.978638901318,2589.284680354233,421.8600214281594
i,3250.8765350250333,2884.54431023718,430.5553495293192
i,3582.3693134527916,2668.024619323134,443.09602244459006
i,3231.160486820405,3057.137837089116,411.05097454420513
i,3424.235771744277,2848.4928984126764,446.0415102793152
i,3340.7605007132183,2743.0782524018005,437.9572806627435
i,3347.215462525437,2894.0635120735374,485.299927584771
i,3278.006885047679,2571.8986986691084,435.0710372435251
i,3806.938994328518,2650.0527258917787,472.8147021989529
i,3654.860357253288,2684.5771432322113,449.43228028019826
i,3646.547670659472,2708.6614153566775,432.5517691317634
i,3273.928597908259,2620.9128333278495,422.81328564030775
i,3165.6436710238836,2765.7052227931863,420.17608490136865
i,3411.41630472792,2546.208606041589,444.2297330738859
i,3512.5329829272646,2485.764794543011,445.1731360511695
i,3578.984992130997,2594.009057369679,473.54570665240385
i,3442.646604979115,2663.673113312552,435.7814456531791
i,3466.1339174511622,2771.4925442844833,448.77181843495316
i,3216.774432206819,2784.3802617581805,406.1103382426262
i,3353.247286056609,2636.2155500957856,420.9286707544136
i,3580.4053093404796,2911.655362148039,450.30966794182183
i,3187.8360678762033,2717.3198135196326,463.5061847445452
i,3395.893471639688,3081.183442994473,445.593994790767
i,3404.379481040219,2718.326472116845,439.9178687694929
i,3346.29358558624,2858.75440281686,457.90394562196167
i,3239.4821769583596,2577.223290761349,396.878912597693
i,3457.647337717455,2608.6802400176966,389.9593405439882
i,3437.5143527239206,3105.1585833815966,436.8673505828533
i,3513.369544572547,2772.296542947491,434.83926107777353
i,3526.9562950317377,2720.927599174757,442.84252206247106
i,3426.238250124648,2668.770112874577,458.67612533737304
i,3342.5017850211543,2656.669380732013,448.72274008201333
i,3220.518298270031,2764.8904087748083,436.80074992332413
i,3555.081992399204,2826.5320910490773,436.4531609514186
i,3509.8753980451684,2952.91815214184,449.1881551937882
i,3373.745451705594,2579.9010081240604,413.7272664618031
i,3320.539114845803,2676.856840491911,432.91467702976803
i,3381.5511773376525,2834.1240847389467,435.45960169940884
i,3454.024177149098,2769.900692964537,393.8360555251679
i,3213.628052602158,2741.108712932631,410.5681698689218
i,3473.1479838773603,2972.3201524050473,463.6299464595864
i,3336.013531961167,2966.7947431921357,440.24838393986613
i,3315.1673052694987,2676.3197622981734,430.3910373502344
i,3306.553388393949,2784.525959498936,440.50854148593953
i,3372.513558997866,2821.319314333484,463.01562110408156
i,3532.094827235407,2556.0098354554907,381.1968232023923
i,3529.5263370349417,2572.302395683751,432.08887596864486
i,3174.718943806392,2512.2366005920785,448.83096061127463
i,3499.9935600270264,2681.4127391796765,380.3857259166337
i,3279.9031860246314,2815.0885429458217,404.6857822222853
i,3402.9144824747655,2758.886475321668,449.65751926628377
i,3392.1612501146265,2626.6678327113013,463.14508731136914
i,3345.2719139876526,2757.230608320654,416.60809509425064
i,3297.262612449111,2638.8529853285863,433.22112859067323
i,3660.594049751999,2571.6090472183264,401.7436834563932
i,3620.0393172154227,2732.102866369185,422.3807606602808
i,3547.3279302949786,2677.394774739326,476.89831224100055
i,3486.2983019078006,2693.643830105486,484.13718445985126
i,3269.8764639816372,2863.4462661058847,443.53954288188186
i,3591.4735813926372,2976.566620708142,437.699290657087
i,3244.9737470596333,2824.499154332745,422.1919191709165
i,3711.4570899329888,2779.8487024559718,429.0177241038304
i,3403.1370995688235,2575.029215730425,415.77023325854225
i,3574.38978487943,2670.315744787999,414.1249950283996
i,3462.4796540761004,2924.6864585512267,452.7091298380317
i,3539.9336398268606,2656.524438022986,405.9334369316907
i,3625.1248537196952,2716.4540482478433,431.5192985904572
i,3595.933532315751,2837.7875527977612,446.9611478199831
i,3737.019395350323,2672.1623082960214,457.27330679857505
i,3381.6124128576485,2798.0791640970724,470.39703511711383
i,3457.6211085104305,2835.311773712802,460.4342853202192
i,3310.4689697990693,2645.14710542385,414.1709191106404
i,3040.472279031206,3044.8593942882617,412.8948972089812
i,3334.696639063439,2722.7859239503346,443.71683634712883
i,3509.5332940341254,2879.788365068063,424.2597579672687
i,3343.8232790556112,2800.0101621649096,431.5660988928895
i,3642.998464116971,2828.7790920736606,453.0570796251885
i,3483.761781897326,2922.9980660258493,440.955321057676
i,3153.354133574644,2816.176921739452,422.76785187064854
i,3282.875227456991,2841.9475527891404,464.05648511082495
i,3375.5863878377,2803.6343973892867,474.19339654027993
i,3412.5909860617726,3120.1623539126035,449.3563857570492
i,3075.1353988063292,2864.9988107934805,445.3283107096887
i,3589.452314338351,2853.9326855428176,433.97473674995456
i,3165.583317361613,2732.144339331664,418.4161280755268
i,3274.1237463629236,2842.253248730265,473.4874134200782
i,3438.5416199281544,2595.908343286043,446.7145683006101
i,3573.7520686484568,2676.819470058709,434.07172490819676
i,3374.476429631343,2652.644787878997,451.1649274794883
i,3351.608142144728,2818.916453881365,417.6082959150241
i,3298.244530565473,2860.724746448124,428.8535956267949
i,3663.1661053179523,2705.830224575904,441.9093612576787
i,3529.234814253803,2565.1946105685947,398.52632745822007
i,3114.774345363482,2935.2997354781223,424.94189951225
i,3803.3123995636674,2683.1056190053473,441.03244597485525
i,3631.999738002944,3037.941123210367,482.0438531495053
i,3575.730546478004,2902.3718316882723,449.94671384004585
i,3503.231677441695,2684.908811860846,419.1223543972226
i,3371.4310664805134,2737.5060128604337,427.09696712219903
i,3489.4109236412023,2892.879884043159,438.9316904654769
i,3621.1115716659174,2603.3898177938695,432.7685408147382
i,3251.143756746367,2503.3246200130643,435.19342701433703
i,3351.4733700865786,2969.9317370545764,450.78323530752186
i,3199.322101418096,3016.957478782435,463.67958624722894
i,3470.1416728048084,2729.7338701537806,416.03625267759196
i,3309.2459375544204,2911.301746950163,478.1782107846712
i,3632.190858866691,2693.514337322405,412.5363590826351
i,3395.753421229229,2516.866945584048,444.06121455493746
i,3347.1142039500446,2696.663660917089,402.1557379802205
i,3458.5929779676544,2687.460649084673,411.4373171397302
i,2887.7365908407137,2757.20156735776,475.7236973872339
i,3652.088303572771,2697.897861778265,423.8416664810951
i,3451.035339574249,2623.1728901200563,443.5941530110553
i,3501.161134935659,2930.3781315572287,434.811633428913
