vowel,F3,F2,F1,F3_norm,F2_norm,F1_norm
i,3365.959729806062,2976.9990566851234,379.7585694756391,1.2694334087561205,1.2571430399358126,-2.3717715538796824
i,3510.5727622376626,2773.0168477702796,430.4666893923208,1.7072981193945642,1.1015314220438206,-1.2411025264602196
i,3387.4708669238858,2486.616111339347,432.2001692507504,1.3357433085867412,0.8625385350954671,-1.2048471816146435
i,3432.2091795568804,2965.0232728765664,425.6757957307208,1.4723147226731517,1.2483060014506244,-1.3420675115504979
i,3235.6879785522087,2691.732440133155,457.0015362717903,0.8585749211548139,1.0363077080319965,-0.701481318486985
i,3427.427437088623,2687.8666038699603,448.21489341352685,1.4578028613854954,1.0331568407318357,-0.8766191453742995
i,3388.3672748200797,2894.7214409430653,421.66013989877985,1.3384974144411184,1.195698790808893,-1.427574159164365
i,3316.7561620836163,2706.869469460106,405.0221983833132,1.1161520222979922,1.0486018147012086,-1.7907486639683063
i,3421.9258787130875,2797.0386803244337,437.11172902763775,1.4410814001967498,1.120441172324684,-1.1029072820823997
i,3332.4486093129503,2565.60806905994,427.8088996975769,1.1652834914682002,0.931098746358265,-1.296974113868624
i,3314.2183325135866,2650.2456229839554,433.4759072000977,1.1081845035744873,1.0022548757844199,-1.1782581730932868
i,3440.1229744589314,3021.3879636621136,440.8145252103757,1.4962875256767334,1.2895907749112667,-1.0268098300390718
i,3415.422995875858,2750.7227413284804,395.0748489457159,1.4212818057073195,1.0838345821026774,-2.015076338623477
i,3367.529760599262,2769.314780482359,490.82184015780354,1.2742874779993356,1.0986026312231605,-0.057415460748590795
i,3339.5679413379025,2802.628610609155,436.2415478319404,1.1874971592853416,1.124818215217631,-1.1208842173069302
i,3174.960882857347,2918.7666895437987,453.42973676420604,0.6613637607776127,1.2138343707685892,-0.7722657753196094
i,3505.3679862714575,2635.459061865586,467.65105569395377,1.69185431888313,0.9899889054251595,-0.49367134244132077
i,3135.6479108132216,2842.0156217991275,484.86145542394803,0.5316732462944789,1.1554138868267327,-0.16763703167017377
i,3204.995575582966,2682.822598428337,439.17738232716493,0.7593684063370242,1.0290388805421065,-1.0603761845466277
i,3287.114004716009,2546.9309133413203,438.4981009995117,1.0227078601148754,0.9150805899603096,-1.0743402400426876
i,3192.8955938657787,2826.3794350491867,416.9105804819914,0.7199965076196383,1.1433188183871905,-1.5297654875150062
i,3633.3189406859574,2652.8718829929826,429.962955870906,2.0650268620651313,1.0044262915977746,-1.2516653811802003
i,3509.159002848526,2591.0791811162926,441.96999957110023,1.7031054273316018,0.9527566858686954,-1.0031940867285791
i,3592.3842683720172,2539.0869394688225,441.03424980893084,1.947088845236006,0.9083182796962744,-1.0223143058118582
i,3415.816239110284,2868.9306474488576,409.9726269673139,1.4224802000239094,1.1760784595432041,-1.6811540883019185
i,3149.371015033991,2833.0540331334128,443.4891151101451,0.5771285367919855,1.148489988831045,-0.9722399647785572
i,3414.2330945683148,2808.8271753210574,422.14145983351,1.4176547845696497,1.1296616366729482,-1.4172824069475332
i,3411.157973341345,2801.458654938883,421.39142151612384,1.4082754353457188,1.1239028360720806,-1.4333251016508841
i,3686.5695825790062,2826.4126347318725,410.97001858612214,2.2164757250646736,1.1433445701766196,-1.6592336677810104
i,3482.6949384156637,2626.445195425118,454.1977985917726,1.6243094135579355,0.9824777786460572,-0.7569976965483788
i,3567.3392146206484,2647.7048059515464,458.04976842398844,1.8742663651464864,1.0001520561406887,-0.6808128645267736
i,3441.5948642814938,2874.4854050872395,478.44492667098876,1.500740153776262,1.1803191001046844,-0.287818609103223
i,3330.627563641916,2656.9467225104486,417.5641097126823,1.1595938611904077,1.007791154701432,-1.5156353071039155
i,3234.454385954827,2750.356109015383,444.4541706497437,0.8546057858971292,1.0835423557619046,-0.9526306227695646
i,3418.6500687670414,2875.192647529423,437.2840913375323,1.431112114616173,1.180858438427527,-1.0993507231610684
i,3617.065845408724,2724.4641241715003,496.4356962899832,2.018359448835099,1.0628058675653744,0.04518073834872034
i,3477.4875148331803,2642.669399336732,413.6009989173647,1.6087339730656738,0.9959787064581934,-1.6016649205036235
i,3453.344849210001,2730.1509624857663,452.6009107959122,1.536217018530135,1.0673772064649738,-0.7887708066164475
i,3451.7878635030997,2750.945968607719,418.4975572602053,1.5315229375360462,1.0840124875808868,-1.4954912215356186
i,3116.5967579179633,2699.358610867148,455.7123136559679,0.46823887829696625,1.042510206095849,-0.7269665940182398
i,3408.0962052603522,2589.0257615988103,440.78400322984834,1.3989284100606358,0.9510185823422638,-1.0274344813048168
i,3436.964510222282,2638.9834809324334,440.3588935649098,1.4867263913273265,0.9929187698972081,-1.0361391137518918
i,3381.8139899299954,2603.2129503844826,444.81765382361,1.3183464023772684,0.962999201646516,-0.9452559021366754
i,3466.5482711456843,2910.515224120347,460.0255748369626,1.5759385164846818,1.207627784365477,-0.6419833011319289
i,3139.7249445624343,2631.5332532397174,448.2535205885092,0.5451984186580752,0.9867207476760118,-0.875841728926577
i,3458.6243113237983,2832.10233309455,521.1821830708056,1.552118073758013,1.1477534007619241,0.4840247977395909
i,3468.252140102868,2917.764836626932,457.84493853232647,1.5810534525393127,1.2130817336622992,-0.6848478647505603
i,3481.8245649701576,2717.4770807774003,453.58347746777787,1.6217077421058979,1.0571762832984655,-0.7692075391254645
i,3241.7016688289655,2728.307191339542,426.39480647993406,0.8779025748026256,1.0658961434529406,-1.3268425685878156
i,3385.803979900534,3080.538615129278,396.2002555418703,1.3306200597371638,1.3320960321568471,-1.9894150762589857
i,3487.703468097143,2538.3645739822687,426.6882887325009,1.639268004993772,0.9076944763552519,-1.320635503568246
i,3555.597070648698,2769.8738566361285,413.45127660224466,1.8399479905458418,1.0990451801636747,-1.6049311699381597
i,3251.399794618769,2854.818469240432,421.04148909698057,0.9089963834849205,1.165267833789117,-1.4408196359099097
i,3408.494918203521,2767.2911924987216,422.7625324048129,1.4001460841519158,1.0970000686910315,-1.4040197408605217
i,3733.46897346025,2848.5125210310016,392.7506344815313,2.348060244714452,1.1604198797862864,-2.0683047132378776
i,3403.4361974701255,2669.6403785387242,455.6256683652975,1.3846861189263295,1.0182401613423007,-0.7286819776561816
i,3238.3810035002466,2745.1606342554946,448.033972045723,0.8672345854212345,1.079397080985261,-0.8802612885916172
i,3517.9663257370826,2595.29908100595,429.69114799687526,1.7291972502436173,0.9563242726502056,-1.2573700978179463
i,3291.924220538263,2670.807899443199,475.57517515014194,1.0379287556675658,1.019198730495885,-0.34209161165311686
i,3440.2799164680173,2586.934970104047,457.05528354314686,1.4967623831900898,0.9492474285799676,-0.7004204073758503
i,3729.79553481633,2903.531829219086,403.8017662439048,2.3378135931773034,1.2023612519866618,-1.8179729014765424
i,3290.35813531475,2935.8970841452133,421.53742217622965,1.0329756582737033,1.2266636759985605,-1.430200032163487
i,3446.827955585454,2867.93823107592,416.74656919601887,1.5165554224604436,1.1753199597064101,-1.5333151088829549
i,3361.9640249679805,2313.5430437034647,414.61713003684577,1.2570696544802449,0.7043778101423466,-1.5795288256468234
i,3329.417009675113,2588.7435317297527,472.66818699090624,1.1558099145824476,0.950779582964887,-0.39740376699489816
i,3130.878163675837,2700.2518586114816,439.8566816137011,0.5158277237946037,1.043235553384281,-1.0464333424264636
i,3614.998676536547,2562.7792300296783,462.41512798458587,2.0124089736007282,0.9286801468846486,-0.595244778815057
i,3373.7252940879025,2625.50273072283,447.0969609126525,1.2934201685685638,0.9816909481617389,-0.8991479030152297
i,3405.561464673687,2678.140060108228,438.5251755570319,1.3911839489285756,1.025209088795528,-1.0737832518129802
i,3307.036127569107,2776.671069511935,451.4675552382849,1.0856028541364218,1.1044185291047772,-0.8113891532054871
i,3639.4024352021065,2590.1195703869535,483.60677923623945,2.082440689968465,0.9519446011498518,-0.19101152941531707
i,3042.877997000506,2740.046067630338,449.854730961688,0.21907042258825976,1.07530868965463,-0.8436743304963462
i,3419.3752289001263,2675.036331288767,432.45252882969356,1.4333198203932083,1.0226668944171968,-1.199581266243364
i,3288.8800424165206,2679.6381953038517,455.56380581990936,1.0282986934391112,1.0264351235277964,-0.7299069177833072
i,3432.192810933707,2665.343830374267,456.6562572782165,1.4722650808848858,1.014708954716738,-0.7082997170587851
i,3423.8106992197963,2873.2156155057182,450.75739019603094,1.446813157608447,1.179350434034789,-0.8255908527150218
i,3232.2314411585385,2683.6670074008084,453.32836527194326,0.847449545710602,1.0297288010282917,-0.7742828415872208
i,3474.908426752082,2758.1145349532494,439.56360332529687,1.6010112640277534,1.0897179585844765,-1.0524462281978602
i,3587.4143014299284,2679.3335697712137,448.9540777785653,1.932678337437527,1.0261858814726466,-0.8617538208279514
i,3337.9103187996457,2730.9491098944823,461.0082742159201,1.182329294466187,1.0680180314951917,-0.6227328449787656
i,3511.165196439382,2873.3050052498884,465.5247119363221,1.709054560051167,1.179418639506267,-0.5347831474944004
i,3375.5412476992833,2855.1436076872697,430.220671368433,1.299021434043019,1.165517506797294,-1.2462597657427568
i,3426.654447029551,2743.033751344541,439.1193618350909,1.4554550532796515,1.0776978570816678,-1.0615680738037563
i,3472.3434744886636,2648.0446346796193,482.7186619737273,1.5933251957895316,1.0004334205440273,-0.20759375389282328
i,3202.3854694791503,2593.3812620046538,462.3047225859765,0.750888020544241,0.954703630196483,-0.5973989286173171
i,3505.474330202151,2847.15974074405,450.7293493774245,1.6921700958762613,1.1593784769089306,-0.8261520649301034
i,3369.93519409801,2637.134034016381,438.65632959653294,1.2817199764897071,0.9913818051064247,-1.0710855870572245
i,3257.830535439058,2895.6152791983204,433.78679621417825,0.9295633141504875,1.1963756395295206,-1.1717904637588437
i,3232.8211726207824,2716.632684559804,446.0225522759224,0.8493485249257426,1.0564949582330514,-0.9208527081949787
i,3276.95604039725,2647.492474392054,442.3245655710983,0.9904918466196783,0.9999762358899135,-0.995959796547216
i,3413.3013638889306,2691.0164946400155,426.70781302223963,1.4148138287923047,1.0357245149966143,-1.3202227219406846
i,3411.1236194384974,2561.0919566562943,406.24691652987224,1.4081706056276972,0.9272362913030613,-1.763511159791076
i,3250.870304296839,2731.5336207061796,443.7933303083164,0.9073011442419964,1.0684872109257928,-0.9660538951412281
i,3620.7450581776943,2879.399910983039,433.50534312029913,2.0289418856572965,1.1840641297080015,-1.1776455918689186
i,3368.7938673476065,2622.6008212117504,436.59548797856627,1.2781940765718858,0.9792664715163417,-1.1135679013162822
i,3323.332153478065,2805.551297254673,418.92500388338175,1.136769023589349,1.1271032712175553,-1.4862817853921366
i,3459.5618223010615,2972.594606940006,434.62359075621765,1.554939197249511,1.253897096683886,-1.1544048617426763
i,3439.7285963458817,2856.274378055719,428.23333268929446,1.4950941650297465,1.1663856012293865,-1.2880285082167344
i,3409.781992433236,2762.7383809279268,439.13422275329197,1.4040758524092638,1.0933902215582505,-1.0612627775448353
i,3241.6705504419683,2764.383629556447,447.8812626637131,0.8778026544179461,1.0946953972872093,-0.8833366387529638
i,3616.662812274244,2893.427337541063,484.0470366966275,2.017199559609539,1.194718475486115,-0.18280267581767487
i,3242.625200897075,2881.4238638992897,441.006022825383,0.8808675772732645,1.185604596438424,-1.022891699225107
i,3741.2007745404994,2649.4144217067214,418.65207774835005,2.3695943480938997,1.0015671826573467,-1.4921609568357421
i,3270.942399978138,2467.7961952590313,425.5122527762754,0.9713724747966141,0.8458827880641684,-1.345534098495819
i,3244.0102332620463,2781.7618622230407,444.4673680707309,0.8853126453237022,1.1084343067306988,-0.9523627544143298
i,3688.3224034917985,2892.206010861584,424.3946551237765,2.2214236131280893,1.193792888087283,-1.3692593126840336
i,3220.527286410667,2828.909441626473,408.152904426599,0.8096894505386881,1.1452803864218535,-1.721285248431985
i,3680.7839479230443,2923.8217086655736,426.7485120015122,2.2001272382887533,1.2176279932437473,-1.319362326726371
i,3083.165518395278,2947.9020812535355,434.4973043812303,0.3559802769490931,1.2356099318150804,-1.1570264958512895
i,3580.6958301987256,2540.8892617034376,423.90365574846004,1.9131662427256788,0.9098739131408154,-1.3797023818798422
i,3372.8840877724856,2767.4856709692226,427.1660694481785,1.2908244659425119,1.0971541350801666,-1.3105397060368464
i,3477.012498593788,2613.614999723733,433.8890082522847,1.6073120355220332,0.9717419798608542,-1.169665065439178
i,3392.281843506626,2832.0182810418105,452.5487850862422,1.3505159255807397,1.147688335029627,-0.7898098348318073
i,3182.3853433161353,2549.215538729947,464.91723855848244,0.6856761258018891,0.9170462554730092,-0.5465628357846954
i,3428.028142419759,2657.6714336283676,470.89267066516715,1.4596270222822845,1.008389055798446,-0.43135464701862225
i,3391.502743341776,2923.801976260011,438.47527881881086,1.348125037621072,1.217613197489576,-1.0748097734511912
i,3719.442100135103,3003.324803299284,431.56013335573226,2.3088794334596856,1.2764447278420188,-1.2182164283944357
i,3535.8068623309046,2850.0941498402294,466.9045995320818,1.7818505172587027,1.1616368288096077,-0.5080823716933427
i,3209.3139045461944,2855.7094040527845,460.1265750376635,0.7733837533204908,1.1659519126451654,-0.6400028762999979
i,3075.476522589063,2597.6511623264896,392.4427769159418,0.3299892845045533,0.9583102518321069,-2.0753787770997416
i,3326.5780077126474,2860.056708412633,469.82650158829824,1.146930369704874,1.1692868076993195,-0.4518031746482994
i,3384.492379978774,2985.830376066117,406.84478313800463,1.326587027593081,1.263637005968066,-1.750244529748575
i,3084.809720724721,2753.331640167322,445.39183005932387,0.3615297356467581,1.085912895543455,-0.9336186933278485
i,3366.4876654713357,2475.589618089495,435.05272713664556,1.2710658817673526,0.852795374627168,-1.145501920751601
i,3152.0664422148816,2853.4482953659867,445.01017167721614,0.5860333738163657,1.164215368163287,-0.9413523426200051
i,3213.536268025208,2690.0606720616693,413.8561845467264,0.787069417009268,1.0349456816103464,-1.5961006726535256
i,3361.432304199743,2892.8573973451957,415.46188588756837,1.2554232638440526,1.1942865926165287,-1.561167345268814
i,3456.9822425163084,2687.7979357836844,419.6757286150678,1.5471749776104162,1.0331008315439991,-1.4701299688984395
i,3353.9546813116617,2618.0847973900054,424.9027626781641,1.2322423437759162,0.9754880995151924,-1.358465082628388
i,3170.0377873095204,3032.2303045991075,437.7705086105823,0.6452110732395938,1.297443944621416,-1.089321445589275
i,3254.02627935245,2790.5399266768595,434.54563211425534,0.9174013721876029,1.115341490103172,-1.156023149305634
i,3334.7445255186985,2845.785712940995,453.5515434645336,1.1724523661796218,1.158320210534847,-0.7698426904401848
i,3282.557506512865,2681.5082918790017,430.9901204172366,1.0082692432095015,1.0279646002405174,-1.2301397192825532
i,2983.8960916255805,2551.82787386349,466.8662027436629,0.01532600082246634,0.9192917210418464,-0.5088242802512567
i,3649.3415564963166,2726.620574739242,449.5977696427685,2.110828607768822,1.064540442595445,-0.8488288157419798
i,3424.4767760560403,3186.0394956072455,461.46271181484553,1.4488379491829457,1.4059209807935467,-0.6138445727828038
i,3350.433094076343,2629.0876421751113,401.899147902372,1.2213073801921375,0.9846823594286344,-1.8605792582571796
i,3406.3039690072137,2656.585779613502,405.9237564452908,1.3934531391845888,1.0074933087855351,-1.7706901969712097
i,3262.98781171671,2611.692298101033,473.8640447263355,0.9460281104289174,0.9701286002407706,-0.3746087400096681
i,3520.6444630216774,2759.899376866241,469.3367794347471,1.7371183207941687,1.091136210798984,-0.461211329466132
i,3385.0442966693886,2642.099716006633,470.280261088342,1.3282843039396386,0.9955060517533064,-0.44309465457188824
i,3462.8602333652334,2617.8081683952328,432.84109988387314,1.5648585814693945,0.9752564435811303,-1.1914790703620288
i,3224.37076247933,2570.1044971403735,457.23697941356636,0.8221044343248247,0.9349376175791118,-0.6968348573377943
i,3693.927645583264,2567.9277464342676,449.30087782168897,2.2372304030827124,0.9330800339066254,-0.8547879516759664
i,3262.30166284606,2693.752340771284,424.0561927553807,0.9438390560632764,1.0379522377058268,-1.3764567765617508
i,3226.331156231983,2767.6984107377834,418.8437399564188,0.828431091835326,1.097322655721982,-1.4880319118202843
i,3417.5990208264807,2754.0646289905467,431.77898517596896,1.427911431889382,1.0864964582360217,-1.213642761590699
i,3218.9847665797865,2681.3767178150415,453.5052982842928,0.8047027213990761,1.0278570259985098,-0.7707625631679532
i,3456.4546378334708,2626.04849845556,439.1704108736286,1.545586238393559,0.982146624776289,-1.0605193877036856
i,3498.683869000484,2530.5386009411945,448.8724202035016,1.6719872949226018,0.9009249047315483,-0.8633947877658447
i,3260.2816342417304,2839.771146199286,420.322787429546,0.9373917858152164,1.153681812715534,-1.4562316876923798
i,3067.696877827962,2536.3177664502296,438.0506560845512,0.30362565497898486,0.9059259780069375,-1.0835502331699842
i,3415.789213790242,2636.1590899043363,450.95324522428564,1.4223978457685151,0.9905711533961399,-0.8216719605763577
i,3091.867717501453,2751.877683796738,410.5392960351903,0.3853181063889006,1.0847548809339338,-1.6686934454171227
i,3262.100432224556,2767.543386575231,418.19996796854565,0.9431969728352593,1.0971998554616482,-1.5019084071808764
i,3307.1639352428515,2899.9187223120534,424.3949126509192,1.0860051240746709,1.1996314504735581,-1.369253838508165
i,3512.897690094183,2605.043968714516,448.5762212874489,1.7141893330164883,0.9645406777653381,-0.8693496215820063
i,3615.048469442922,2419.7894767574276,419.58783866797006,2.0125523455938708,0.8028144518186637,-1.4720194241192608
i,3469.2943606426393,2732.969584456765,445.1095373331631,1.5841809120772326,1.0696394146964825,-0.9393382304291006
i,3270.168097519713,2772.953720160634,433.59845240668307,0.9689081546350751,1.101481513112007,-1.1757081990648328
i,3568.8880555958435,2796.1227974177323,444.3766181663432,1.8787846763410943,1.1197231811761017,-0.9542048680150473
i,3302.557543511752,2693.685960766792,427.5486035961413,1.0714968498950026,1.0378982131184689,-1.3024646629396248
i,3438.504631204981,2702.8830924227627,443.3315806231866,1.4913896604888741,1.0453708103689876,-0.9754450205979308
i,3721.912574651621,2881.2587653087453,429.87638582213265,2.3157908388173527,1.185478977489831,-1.2534819260146277
i,3574.5246672768412,2704.6651947543746,392.4669789063639,1.8952113806304458,1.0468158133345653,-2.0748224539558726
i,3202.0366479793256,2502.737175302381,429.3194303736974,0.7497541557460146,0.8767058467059519,-1.2651775698365249
i,3375.1053387313586,2992.432170959603,444.14336311674697,1.2976771581580042,1.2684789939861325,-0.9589413908488802
i,3335.0596508428257,2875.4994404823806,388.6866934981777,1.1734359428022298,1.1810923554116182,-2.1621371348683853
i,3411.724614497104,2867.4179400160956,404.69289052971044,1.4100043684641748,1.1749221984654128,-1.7980864602383135
i,3564.8369316846884,2807.7294290546038,427.9259590812675,1.866962506709093,1.128804661333802,-1.2945060136970281
i,3478.6870226255196,3074.469149019897,440.9737776730281,1.6123237757930529,1.327772302647219,-1.0235513309950013
i,3413.8499908502367,2697.5852278184693,418.4309005271943,1.4164867504050755,1.041069447696327,-1.496928203970753
i,3511.9946186693596,2642.8176278332808,438.56372228324375,1.711513121670709,0.9961016719307225,-1.0729903130380707
i,3291.4669544754015,2827.1231649442893,444.2905170005198,1.0364827923162458,1.1438956301862182,-0.9559529656440309
i,3546.929234601882,2690.592236138102,431.10323266383983,1.8145420060718065,1.0353788503798091,-1.2277724312423823
i,3206.980437519103,2699.665315446493,445.24401577303,0.7658127160409768,1.0427592876112184,-0.93661310849702
i,3499.6282807664065,2633.6950769972786,456.0008893543087,1.674796646274373,0.9885210257440649,-0.7212557894859446
i,3600.560542994515,2818.074688390032,478.0079885043937,1.9707527770101378,1.1368676074129598,-0.296060980635966
i,3241.5391410311377,2589.175418207859,398.1349625614415,0.8773806914141056,0.951145304766328,-1.9454702230749656
i,3624.2330709170765,2851.335178859678,435.78547494060655,2.0389644532273206,1.1625912381671901,-1.1303204822252746
i,3419.2027103975215,2605.626237020459,490.43968075462766,1.4327946407851226,0.9650306438923654,-0.0644422280714602
i,3393.786691281023,2776.1019513952056,452.85800073218644,1.3551324199653372,1.1039691333335855,-0.7836479510604961
i,3453.09815647081,2791.907189551734,419.72813314851993,1.5354734176230866,1.1164153902534861,-1.4690035662410852
i,3451.489565013129,3020.8134817383784,466.39742800848626,1.5306233701457936,1.289173888576646,-0.5178869397233501
i,3640.6112652514025,2690.426675868675,415.37713467735,2.0858974643141823,1.0352439453641538,-1.5630077985377093
i,3350.7923252711994,2768.6928241414544,460.9080846785902,1.222423363738703,1.0981102031041667,-0.6246936148328247
i,3086.6504634300813,2972.1544216015377,433.5475274160491,0.3677390428245251,1.2535724293910158,-1.1767677809212045
i,3300.027851606865,2621.278990995334,400.8413817197329,1.0635207313331356,0.9781612242591748,-1.8843537099026761
i,3510.786560455979,2771.121545370359,408.814354340658,1.7079320195504184,1.100032493405379,-1.7066773353132607
i,3153.6497190300743,2714.6449222629976,473.4681203275732,0.5912604691256127,1.054890239371119,-0.38214933782118427
i,3328.2328981600963,2553.4911153220455,431.63051404972214,1.152107290422545,0.9207201838087758,-1.216745327059781
i,3326.018806140543,2388.694798941916,435.8136571665858,1.145180461945562,0.774460055501169,-1.1297370985478052
i,3333.0644382068167,2857.1112886624924,477.3996906745558,1.1672068686327304,1.1670278777184206,-0.3075484235954147
i,3561.938863981752,2723.8799162689056,412.8224088939945,1.8584969908003797,1.0623357143659675,-1.6186630887308207
i,3805.8684628279266,2769.1751048157003,437.3043550282979,2.5479790498776325,1.0984920539498715,-1.098932690145214
i,3367.9325103132533,2788.345601224002,433.8457249994619,1.2755322958545974,1.1136168832670421,-1.1705650367806562
i,3275.2805856399923,2685.5061231617638,436.2843410457804,0.9851685444742798,1.0312306911662932,-1.1199993210618806
i,3280.378583586847,2662.5916397014175,439.32550047506794,1.001357594050351,1.0124440178985563,-1.05733417301623
i,3329.0108411428437,2968.62623207384,379.07630968661266,1.1545400057272852,1.250968405703364,-2.387993329047023
i,3556.028055234127,2933.0220608242976,391.69642342188195,1.8412096172066912,1.22451574774503,-2.092551822015436
i,3314.222871638053,2709.722588449281,406.2458694704156,1.1081987596064042,1.0509113802160555,-1.7635344111103506
i,3240.8601064721784,2607.685004533442,475.28710918880614,0.87520000067283,0.9667621744724979,-0.3475576176696841
i,3529.755377084662,2936.5381808639436,452.76853459934466,1.7640204355152804,1.22714235216941,-0.7854303515697536
i,3181.6418713727753,2688.589977240077,447.69283416283,0.6832440868101854,1.033746773971399,-0.8871327667320394
i,3165.9492514208177,2859.4294332852983,431.74889005024477,0.6317774993008576,1.168805926777548,-1.2142715659885686
i,3308.805211847138,2859.148023610492,446.70715335597,1.0911696004146014,1.1685901585434464,-0.9070166159524322
i,3311.1411044429033,2921.0454793544345,413.37876629194227,1.0985153546824176,1.2155453388300155,-1.606513435173957
i,3475.846743330803,2842.8776286625352,430.2364103009893,1.6038215814555494,1.1560787387103546,-1.2459297445489395
i,3426.986027550021,2588.283770780009,457.1899903696708,1.4564622299702759,0.9503901899851228,-0.6977619931399072
i,3340.825499795712,2688.8380870173464,459.920851584536,1.1914160587499614,1.0339490785725067,-0.6440371872366647
i,3253.2476537744906,2566.5619180370104,402.9876525585027,0.9149104075938633,0.9319136665546355,-1.8361791630841717
i,3474.173277796875,2584.2367278878883,475.3422528763584,1.5988089162340842,0.9469595735341653,-0.34651101858439526
i,3020.9867018308046,2995.1958016424396,441.61073165837723,0.1439147411883961,1.2705027666175468,-1.0105302331057602
i,3355.694169338652,2685.7739200660244,445.7211240985927,1.2376394334892395,1.0314492982583476,-0.926951440843454
i,3365.6547891711707,2913.310824812381,439.4958741232656,1.2684903602365536,1.2097325476945855,-1.0538363519662262
i,3397.3408769824728,2710.803334103877,435.75573812169466,1.366027645935605,1.0517855958493343,-1.1309360875242127
i,3423.8953782352014,2524.9112533937528,407.54214852699016,1.4470705932442183,0.8960442217323169,-1.7347946369974399
i,3497.31432625223,2784.587973733562,432.97996410069396,1.6679119545671093,1.110660461343984,-1.188585340570985
i,3375.1079611148252,2808.983654425179,425.20625098524044,1.2976852457023913,1.1297837676216311,-1.3520239368214406
i,3240.77782329717,2788.036437466235,415.62255480911153,0.8749357207023862,1.1133737902137015,-1.5576792968721538
i,3440.83141461346,2525.9583334349663,459.48705067556534,1.4984308725768276,0.8969531931410433,-0.6525500969538462
i,3451.679935534839,2796.3449048220305,458.47179799920946,1.5311974722499753,1.1198973201747222,-0.6725048738868655
i,3652.7989913363904,2901.033787475753,396.7768980454035,2.120685541217184,1.200474275521142,-1.9762948349781715
i,3156.2633234083605,2674.7437953491117,437.57008944710674,0.5998833914747934,1.0224271327295007,-1.0934524718056333
i,3459.277310851094,2660.811066594164,441.08085380382414,1.5540831366840169,1.0109774337205706,-1.0213610846877925
i,3244.6424376052296,2676.5799672969615,406.26445503386634,0.8873409861141134,1.023931620384377,-1.7631217033705342
i,3216.3428747057014,2574.3999401946653,415.6771694224453,0.7961563379153238,0.9385986283878954,-1.5564939457989784
i,3549.644006908082,2629.9354833967504,494.517548116697,1.8225058495850237,0.985389239831356,0.010256632094223105
i,3455.173398088518,2786.516626876077,418.24488250304046,1.5417271206855672,1.1121783828858651,-1.5009395821266227
i,3490.072245668356,2681.5331980878755,439.66591445000114,1.6463351706067446,1.027984962827835,-1.050346725820645
i,3803.6302531521187,2747.738930843012,462.111622179342,2.541855789757762,1.0814551869813103,-0.6011678002765093
i,3253.4444547237754,2756.1698388868945,475.6919938886359,0.9155400658582907,1.0881716396097252,-0.3398759380902197
